Entity,Code,Year,Low-carbon energy (TWh - equivalent)
European Union (27),,2010,4267.5386
European Union (27),,2011,4189.659
European Union (27),,2012,4351.2837
European Union (27),,2013,4510.5483
European Union (27),,2014,4593.3394
European Union (27),,2015,4561.44
European Union (27),,2016,4530.0957
European Union (27),,2017,4507.7905
European Union (27),,2018,4684.2056
European Union (27),,2019,4770.7515
European Union (27),,2020,4768.2295
European Union (27),,2021,4938.879
Finland,FIN,1965,27.658304
Finland,FIN,1966,30.695936
Finland,FIN,1967,34.38769
Finland,FIN,1968,31.015532
Finland,FIN,1969,25.860214
Finland,FIN,1970,28.163082
Finland,FIN,1971,31.583033
Finland,FIN,1972,30.69295
Finland,FIN,1973,31.284348
Finland,FIN,1974,37.56272
Finland,FIN,1975,36.10215
Finland,FIN,1976,28.037634
Finland,FIN,1977,43.518517
Finland,FIN,1978,38.172043
Finland,FIN,1979,51.14098
Finland,FIN,1980,50
Finland,FIN,1981,81.699524
Finland,FIN,1982,85.97371
Finland,FIN,1983,90.08961
Finland,FIN,1984,92.335724
Finland,FIN,1985,90.17622
Finland,FIN,1986,90.394264
Finland,FIN,1987,96.152916
Finland,FIN,1988,94.61171
Finland,FIN,1989,92.32377
Finland,FIN,1990,102.72094
Finland,FIN,1991,109.96646
Finland,FIN,1992,114.7559
Finland,FIN,1993,115.02885
Finland,FIN,1994,110.237114
Finland,FIN,1995,113.46977
Finland,FIN,1996,109.58316
Finland,FIN,1997,120.361496
Finland,FIN,1998,136.65262
Finland,FIN,1999,130.21072
Finland,FIN,2000,135.25748
Finland,FIN,2001,129.90453
Finland,FIN,2002,123.10995
Finland,FIN,2003,121.62579
Finland,FIN,2004,140.27504
Finland,FIN,2005,134.25002
Finland,FIN,2006,130.54575
Finland,FIN,2007,136.47781
Finland,FIN,2008,145.35498
Finland,FIN,2009,129.36482
Finland,FIN,2010,134.41878
Finland,FIN,2011,135.44409
Finland,FIN,2012,146.19759
Finland,FIN,2013,139.91104
Finland,FIN,2014,143.63924
Finland,FIN,2015,153.37311
Finland,FIN,2016,149.17079
Finland,FIN,2017,152.10208
Finland,FIN,2018,154.2114
Finland,FIN,2019,156.65126
Finland,FIN,2020,163.33524
Finland,FIN,2021,171.26549
France,FRA,1965,141.17213
France,FRA,1966,159.58318
France,FRA,1967,142.0032
France,FRA,1968,160.80882
France,FRA,1969,170.17032
France,FRA,1970,188.18568
France,FRA,1971,175.38295
France,FRA,1972,190.63312
France,FRA,1973,187.84172
France,FRA,1974,213.04646
France,FRA,1975,234.03726
France,FRA,1976,192.63028
France,FRA,1977,280.98203
France,FRA,1978,293.07507
France,FRA,1979,314.52502
France,FRA,1980,384.08627
France,FRA,1981,517.1077
France,FRA,1982,522.62396
France,FRA,1983,619.66064
France,FRA,1984,742.053
France,FRA,1985,825.8349
France,FRA,1986,912.79895
France,FRA,1987,969.2103
France,FRA,1988,1015.49054
France,FRA,1989,1006.7992
France,FRA,1990,1056.5981
France,FRA,1991,1117.2222
France,FRA,1992,1171.1354
France,FRA,1993,1243.3081
France,FRA,1994,1262.443
France,FRA,1995,1295.8032
France,FRA,1996,1333.119
France,FRA,1997,1322.7273
France,FRA,1998,1295.9996
France,FRA,1999,1345.3789
France,FRA,2000,1387.6027
France,FRA,2001,1419.9807
France,FRA,2002,1415.5757
France,FRA,2003,1414.9949
France,FRA,2004,1428.8025
France,FRA,2005,1409.812
France,FRA,2006,1415.9004
France,FRA,2007,1397.1163
France,FRA,2008,1420.1978
France,FRA,2009,1322.297
France,FRA,2010,1387.7601
France,FRA,2011,1378.1239
France,FRA,2012,1382.7422
France,FRA,2013,1412.8401
France,FRA,2014,1426.6755
France,FRA,2015,1415.3417
France,FRA,2016,1338.779
France,FRA,2017,1303.3519
France,FRA,2018,1387.0217
France,FRA,2019,1347.6594
France,FRA,2020,1255.5679
France,FRA,2021,1309.7532
Germany,DEU,1965,48.271317
Germany,DEU,1966,52.59978
Germany,DEU,1967,52.71666
Germany,DEU,1968,54.981186
Germany,DEU,1969,54.559418
Germany,DEU,1970,73.21061
Germany,DEU,1971,60.620323
Germany,DEU,1972,69.32056
Germany,DEU,1973,82.74603
Germany,DEU,1974,96.619
Germany,DEU,1975,122.52589
Germany,DEU,1976,128.8239
Germany,DEU,1977,173.03128
Germany,DEU,1978,182.99284
Germany,DEU,1979,206.70009
Germany,DEU,1980,220.39854
Germany,DEU,1981,250.59782
Germany,DEU,1982,275.29208
Germany,DEU,1983,281.7529
Germany,DEU,1984,355.88837
Germany,DEU,1985,450.0975
Germany,DEU,1986,430.27795
Germany,DEU,1987,466.92212
Germany,DEU,1988,509.60577
Germany,DEU,1989,518.35126
Germany,DEU,1990,488.7741
Germany,DEU,1991,470.24005
Germany,DEU,1992,511.55756
Germany,DEU,1993,498.7661
Germany,DEU,1994,497.82034
Germany,DEU,1995,512.3525
Germany,DEU,1996,527.6558
Germany,DEU,1997,556.40814
Germany,DEU,1998,537.75183
Germany,DEU,1999,570.6806
Germany,DEU,2000,596.4027
Germany,DEU,2001,602.41785
Germany,DEU,2002,603.6664
Germany,DEU,2003,605.41425
Germany,DEU,2004,643.08246
Germany,DEU,2005,654.376
Germany,DEU,2006,701.76697
Germany,DEU,2007,679.31744
Germany,DEU,2008,708.77734
Germany,DEU,2009,673.7481
Germany,DEU,2010,712.6212
Germany,DEU,2011,677.9171
Germany,DEU,2012,709.35077
Germany,DEU,2013,721.115
Germany,DEU,2014,744.88666
Germany,DEU,2015,797.28687
Germany,DEU,2016,778.4105
Germany,DEU,2017,825.00604
Germany,DEU,2018,840.9697
Germany,DEU,2019,883.41705
Germany,DEU,2020,887.26917
Germany,DEU,2021,856.3691
Greece,GRC,1965,2.3685484
Greece,GRC,1966,5.115591
Greece,GRC,1967,4.908602
Greece,GRC,1968,4.0451612
Greece,GRC,1969,6.0766125
Greece,GRC,1970,7.7946234
Greece,GRC,1971,7.8419356
Greece,GRC,1972,7.9158597
Greece,GRC,1973,6.5733867
Greece,GRC,1974,6.940054
Greece,GRC,1975,5.958333
Greece,GRC,1976,5.5561824
Greece,GRC,1977,5.6833334
Greece,GRC,1978,8.835484
Greece,GRC,1979,10.544623
Greece,GRC,1980,10.068548
Greece,GRC,1981,10.074463
Greece,GRC,1982,10.529838
Greece,GRC,1983,6.9193544
Greece,GRC,1984,8.462903
Greece,GRC,1985,8.294354
Greece,GRC,1986,9.56586
Greece,GRC,1987,8.223374
Greece,GRC,1988,6.999181
Greece,GRC,1989,5.621224
Greece,GRC,1990,5.23683
Greece,GRC,1991,9.169627
Greece,GRC,1992,6.5411077
Greece,GRC,1993,6.8900228
Greece,GRC,1994,7.7978177
Greece,GRC,1995,10.538946
Greece,GRC,1996,12.96344
Greece,GRC,1997,11.58844
Greece,GRC,1998,11.206989
Greece,GRC,1999,14.06072
Greece,GRC,2000,12.253764
Greece,GRC,2001,8.633694
Greece,GRC,2002,10.475116
Greece,GRC,2003,17.118198
Greece,GRC,2004,17.08894
Greece,GRC,2005,18.383135
Greece,GRC,2006,21.889385
Greece,GRC,2007,13.057179
Greece,GRC,2008,16.23083
Greece,GRC,2009,22.945436
Greece,GRC,2010,29.283798
Greece,GRC,2011,22.553469
Greece,GRC,2012,27.92524
Greece,GRC,2013,39.207844
Greece,GRC,2014,33.094967
Greece,GRC,2015,40.10596
Greece,GRC,2016,40.01028
Greece,GRC,2017,36.893166
Greece,GRC,2018,42.89597
Greece,GRC,2019,42.595554
Greece,GRC,2020,46.25033
Greece,GRC,2021,56.727444
High-income countries,,1965,2209.5493
High-income countries,,1966,2356.3655
High-income countries,,1967,2430.08
High-income countries,,1968,2524.872
High-income countries,,1969,2656.4941
High-income countries,,1970,2772.301
High-income countries,,1971,2968.3782
High-income countries,,1972,3192.2988
High-income countries,,1973,3331.9968
High-income countries,,1974,3754.7285
High-income countries,,1975,4016.2993
High-income countries,,1976,4044.6665
High-income countries,,1977,4330.3853
High-income countries,,1978,4792.6772
High-income countries,,1979,4972.148
High-income countries,,1980,5081.0103
High-income countries,,1981,5431.265
High-income countries,,1982,5700.605
High-income countries,,1983,6179.1055
High-income countries,,1984,6699.757
High-income countries,,1985,7306.258
High-income countries,,1986,7639.194
High-income countries,,1987,7955.864
High-income countries,,1988,8296.07
High-income countries,,1989,8428.238
High-income countries,,1990,8759.576
High-income countries,,1991,9092.161
High-income countries,,1992,9125.701
High-income countries,,1993,9520.949
High-income countries,,1994,9583.007
High-income countries,,1995,10051.824
High-income countries,,1996,10309.367
High-income countries,,1997,10363.235
High-income countries,,1998,10437.292
High-income countries,,1999,10707.669
High-income countries,,2000,10872.61
High-income countries,,2001,10729.134
High-income countries,,2002,10850.805
High-income countries,,2003,10541.993
High-income countries,,2004,10927.581
High-income countries,,2005,11013.071
High-income countries,,2006,11140.422
High-income countries,,2007,10956.837
High-income countries,,2008,11115.553
High-income countries,,2009,11107.294
High-income countries,,2010,11430.107
High-income countries,,2011,11333.236
High-income countries,,2012,11060.936
High-income countries,,2013,11397.758
High-income countries,,2014,11574.289
High-income countries,,2015,11714.693
High-income countries,,2016,11915.821
High-income countries,,2017,12166.349
High-income countries,,2018,12471.866
High-income countries,,2019,12714.898
High-income countries,,2020,12918.781
High-income countries,,2021,13247.503
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.001975
Hong Kong,HKG,2007,0.0024472221
Hong Kong,HKG,2008,0.0022666666
Hong Kong,HKG,2009,0.0030555555
Hong Kong,HKG,2010,0.13015972
Hong Kong,HKG,2011,0.14793696
Hong Kong,HKG,2012,0.14199139
Hong Kong,HKG,2013,0.12536389
Hong Kong,HKG,2014,0.1478425
Hong Kong,HKG,2015,0.19491668
Hong Kong,HKG,2016,0.21950445
Hong Kong,HKG,2017,0.22532806
Hong Kong,HKG,2018,0.23321
Hong Kong,HKG,2019,0.25718
Hong Kong,HKG,2020,0.2599911
Hong Kong,HKG,2021,0.26440609
Hungary,HUN,1965,0.22177416
Hungary,HUN,1966,0.29569888
Hungary,HUN,1967,0.24247305
Hungary,HUN,1968,0.26317194
Hungary,HUN,1969,0.2809139
Hungary,HUN,1970,0.26021498
Hungary,HUN,1971,0.28387085
Hungary,HUN,1972,0.3252689
Hungary,HUN,1973,0.29865584
Hungary,HUN,1974,0.23951611
Hungary,HUN,1975,0.48198915
Hungary,HUN,1976,0.48790333
Hungary,HUN,1977,0.44059137
Hungary,HUN,1978,0.40806445
Hungary,HUN,1979,0.43172055
Hungary,HUN,1980,0.33118275
Hungary,HUN,1981,0.49677414
Hungary,HUN,1982,0.47016138
Hungary,HUN,1983,7.4755077
Hungary,HUN,1984,11.221295
Hungary,HUN,1985,18.84543
Hungary,HUN,1986,21.521088
Hungary,HUN,1987,31.67267
Hungary,HUN,1988,38.650116
Hungary,HUN,1989,39.88312
Hungary,HUN,1990,39.542526
Hungary,HUN,1991,39.597996
Hungary,HUN,1992,40.2371
Hungary,HUN,1993,39.76171
Hungary,HUN,1994,40.48397
Hungary,HUN,1995,40.459736
Hungary,HUN,1996,41.007668
Hungary,HUN,1997,40.442303
Hungary,HUN,1998,40.230362
Hungary,HUN,1999,40.740314
Hungary,HUN,2000,40.9698
Hungary,HUN,2001,40.595287
Hungary,HUN,2002,39.784225
Hungary,HUN,2003,31.670074
Hungary,HUN,2004,35.86998
Hungary,HUN,2005,43.911674
Hungary,HUN,2006,41.440983
Hungary,HUN,2007,45.718437
Hungary,HUN,2008,47.32094
Hungary,HUN,2009,50.35748
Hungary,HUN,2010,51.298195
Hungary,HUN,2011,49.79771
Hungary,HUN,2012,49.557396
Hungary,HUN,2013,48.64948
Hungary,HUN,2014,50.24298
Hungary,HUN,2015,50.693146
Hungary,HUN,2016,51.02919
Hungary,HUN,2017,51.519547
Hungary,HUN,2018,51.163826
Hungary,HUN,2019,54.7995
Hungary,HUN,2020,56.200035
Hungary,HUN,2021,59.39499
Iceland,ISL,1965,1.894543
Iceland,ISL,1966,1.8448656
Iceland,ISL,1967,1.9649194
Iceland,ISL,1968,2.0311558
Iceland,ISL,1969,2.5486953
Iceland,ISL,1970,4.2122383
Iceland,ISL,1971,4.5867243
Iceland,ISL,1972,5.0960417
Iceland,ISL,1973,6.5178614
Iceland,ISL,1974,6.6937785
Iceland,ISL,1975,6.573995
Iceland,ISL,1976,7.001393
Iceland,ISL,1977,7.496484
Iceland,ISL,1978,7.754841
Iceland,ISL,1979,8.465525
Iceland,ISL,1980,9.155036
Iceland,ISL,1981,9.470224
Iceland,ISL,1982,10.525831
Iceland,ISL,1983,11.096622
Iceland,ISL,1984,11.544481
Iceland,ISL,1985,11.317032
Iceland,ISL,1986,11.962676
Iceland,ISL,1987,12.238019
Iceland,ISL,1988,13.009819
Iceland,ISL,1989,13.189069
Iceland,ISL,1990,13.085207
Iceland,ISL,1991,13.040133
Iceland,ISL,1992,13.379736
Iceland,ISL,1993,13.912623
Iceland,ISL,1994,14.067051
Iceland,ISL,1995,14.648098
Iceland,ISL,1996,15.05576
Iceland,ISL,1997,16.4388
Iceland,ISL,1998,18.457125
Iceland,ISL,1999,21.088148
Iceland,ISL,2000,22.531403
Iceland,ISL,2001,23.399004
Iceland,ISL,2002,24.352734
Iceland,ISL,2003,24.448772
Iceland,ISL,2004,24.651606
Iceland,ISL,2005,24.647993
Iceland,ISL,2006,27.929216
Iceland,ISL,2007,33.45096
Iceland,ISL,2008,45.810715
Iceland,ISL,2009,46.49437
Iceland,ISL,2010,46.84341
Iceland,ISL,2011,46.947754
Iceland,ISL,2012,47.532955
Iceland,ISL,2013,48.788788
Iceland,ISL,2014,48.514843
Iceland,ISL,2015,50.0691
Iceland,ISL,2016,49.100483
Iceland,ISL,2017,50.637913
Iceland,ISL,2018,51.81439
Iceland,ISL,2019,50.72405
Iceland,ISL,2020,49.59328
Iceland,ISL,2021,50.7219
India,IND,1965,56.67643
India,IND,1966,59.185505
India,IND,1967,66.229225
India,IND,1968,76.435425
India,IND,1969,86.92093
India,IND,1970,93.712
India,IND,1971,101.47539
India,IND,1972,98.436325
India,IND,1973,107.57859
India,IND,1974,103.2846
India,IND,1975,123.381386
India,IND,1976,130.24623
India,IND,1977,139.13718
India,IND,1978,172.52939
India,IND,1979,166.83472
India,IND,1980,170.88676
India,IND,1981,181.70505
India,IND,1982,153.55408
India,IND,1983,150.79144
India,IND,1984,170.20009
India,IND,1985,166.00153
India,IND,1986,169.69084
India,IND,1987,159.87999
India,IND,1988,178.73846
India,IND,1989,198.79524
India,IND,1990,214.69055
India,IND,1991,234.57634
India,IND,1992,225.98221
India,IND,1993,227.90909
India,IND,1994,252.9983
India,IND,1995,249.37462
India,IND,1996,233.07022
India,IND,1997,242.26521
India,IND,1998,286.90128
India,IND,1999,289.0023
India,IND,2000,282.48398
India,IND,2001,277.5997
India,IND,2002,275.78296
India,IND,2003,275.67905
India,IND,2004,383.14407
India,IND,2005,366.09628
India,IND,2006,421.8735
India,IND,2007,461.83557
India,IND,2008,445.33908
India,IND,2009,433.6889
India,IND,2010,474.23822
India,IND,2011,584.1948
India,IND,2012,561.3408
India,IND,2013,621.7621
India,IND,2014,663.01196
India,IND,2015,675.9345
India,IND,2016,684.83057
India,IND,2017,749.15955
India,IND,2018,831.8966
India,IND,2019,953.6802
India,IND,2020,982.4844
India,IND,2021,1026.5764
Indonesia,IDN,1965,5.397133
Indonesia,IDN,1966,7.017579
Indonesia,IDN,1967,7.8800755
Indonesia,IDN,1968,9.735748
Indonesia,IDN,1969,10.180064
Indonesia,IDN,1970,12.375508
Indonesia,IDN,1971,4.077253
Indonesia,IDN,1972,3.646005
Indonesia,IDN,1973,4.5999775
Indonesia,IDN,1974,5.0965657
Indonesia,IDN,1975,5.34486
Indonesia,IDN,1976,3.1363482
Indonesia,IDN,1977,5.214179
Indonesia,IDN,1978,3.7244134
Indonesia,IDN,1979,4.1425934
Indonesia,IDN,1980,3.75055
Indonesia,IDN,1981,3.7374818
Indonesia,IDN,1982,4.077253
Indonesia,IDN,1983,6.1289473
Indonesia,IDN,1984,6.6908765
Indonesia,IDN,1985,8.180641
Indonesia,IDN,1986,13.172664
Indonesia,IDN,1987,13.551639
Indonesia,IDN,1988,14.884586
Indonesia,IDN,1989,18.569796
Indonesia,IDN,1990,22.397854
Indonesia,IDN,1991,24.893078
Indonesia,IDN,1992,31.603092
Indonesia,IDN,1993,29.390018
Indonesia,IDN,1994,28.157347
Indonesia,IDN,1995,30.801697
Indonesia,IDN,1996,32.742382
Indonesia,IDN,1997,25.08728
Indonesia,IDN,1998,39.971134
Indonesia,IDN,1999,41.875664
Indonesia,IDN,2000,43.443775
Indonesia,IDN,2001,51.253487
Indonesia,IDN,2002,47.15481
Indonesia,IDN,2003,44.730076
Indonesia,IDN,2004,47.116478
Indonesia,IDN,2005,49.915047
Indonesia,IDN,2006,46.522663
Indonesia,IDN,2007,52.21059
Indonesia,IDN,2008,56.069435
Indonesia,IDN,2009,58.95807
Indonesia,IDN,2010,76.50952
Indonesia,IDN,2011,63.86644
Indonesia,IDN,2012,67.77494
Indonesia,IDN,2013,81.54525
Indonesia,IDN,2014,85.40066
Indonesia,IDN,2015,73.78559
Indonesia,IDN,2016,107.63937
Indonesia,IDN,2017,108.473366
Indonesia,IDN,2018,168.3011
Indonesia,IDN,2019,191.20496
Indonesia,IDN,2020,221.81679
Indonesia,IDN,2021,239.72942
Iran,IRN,1965,5.083498
Iran,IRN,1966,5.4624734
Iran,IRN,1967,5.880653
Iran,IRN,1968,6.324969
Iran,IRN,1969,6.8084893
Iran,IRN,1970,7.3312144
Iran,IRN,1971,7.8800755
Iran,IRN,1972,10.34995
Iran,IRN,1973,8.768707
Iran,IRN,1974,9.657339
Iran,IRN,1975,10.14086
Iran,IRN,1976,11.343127
Iran,IRN,1977,11.722101
Iran,IRN,1978,18.360706
Iran,IRN,1979,15.916967
Iran,IRN,1980,16.505033
Iran,IRN,1981,18.020933
Iran,IRN,1982,18.909567
Iran,IRN,1983,18.504456
Iran,IRN,1984,17.302189
Iran,IRN,1985,17.443277
Iran,IRN,1986,20.846773
Iran,IRN,1987,23.111826
Iran,IRN,1988,24.383333
Iran,IRN,1989,19.90645
Iran,IRN,1990,21.825539
Iran,IRN,1991,16.579838
Iran,IRN,1992,27.216127
Iran,IRN,1993,31.145967
Iran,IRN,1994,20.391396
Iran,IRN,1995,24.61102
Iran,IRN,1996,26.062902
Iran,IRN,1997,17.567472
Iran,IRN,1998,22.141935
Iran,IRN,1999,15.311291
Iran,IRN,2000,11.288306
Iran,IRN,2001,12.208566
Iran,IRN,2002,23.474142
Iran,IRN,2003,27.886433
Iran,IRN,2004,34.520172
Iran,IRN,2005,41.573612
Iran,IRN,2006,53.022408
Iran,IRN,2007,51.179935
Iran,IRN,2008,21.451982
Iran,IRN,2009,19.413368
Iran,IRN,2010,28.958809
Iran,IRN,2011,30.413927
Iran,IRN,2012,38.949356
Iran,IRN,2013,51.645973
Iran,IRN,2014,50.564476
Iran,IRN,2015,45.155594
Iran,IRN,2016,58.417492
Iran,IRN,2017,64.78009
Iran,IRN,2018,46.158638
Iran,IRN,2019,108.76557
Iran,IRN,2020,81.55829
Iran,IRN,2021,52.575394
Iraq,IRQ,1965,0.20909
Iraq,IRQ,1966,0.27443054
Iraq,IRQ,1967,0.3136347
Iraq,IRQ,1968,0.37897554
Iraq,IRQ,1969,0.4181797
Iraq,IRQ,1970,0.50965667
Iraq,IRQ,1971,0.59139776
Iraq,IRQ,1972,0.59139776
Iraq,IRQ,1973,0.85752696
Iraq,IRQ,1974,1.1827958
Iraq,IRQ,1975,1.3631719
Iraq,IRQ,1976,1.357258
Iraq,IRQ,1977,1.6736559
Iraq,IRQ,1978,2.0935483
Iraq,IRQ,1979,3.0516126
Iraq,IRQ,1980,2.0403225
Iraq,IRQ,1981,1.8037633
Iraq,IRQ,1982,1.7741935
Iraq,IRQ,1983,1.7741935
Iraq,IRQ,1984,1.8037633
Iraq,IRQ,1985,1.8037633
Iraq,IRQ,1986,1.7741935
Iraq,IRQ,1987,7.688172
Iraq,IRQ,1988,7.688172
Iraq,IRQ,1989,7.688172
Iraq,IRQ,1990,13.75078
Iraq,IRQ,1991,6.343286
Iraq,IRQ,1992,15.432721
Iraq,IRQ,1993,18.220175
Iraq,IRQ,1994,18.474564
Iraq,IRQ,1995,21.052896
Iraq,IRQ,1996,19.18901
Iraq,IRQ,1997,19.539946
Iraq,IRQ,1998,18.326118
Iraq,IRQ,1999,10.524072
Iraq,IRQ,2000,9.452244
Iraq,IRQ,2001,10.87277
Iraq,IRQ,2002,13.310001
Iraq,IRQ,2003,13.7927
Iraq,IRQ,2004,16.569277
Iraq,IRQ,2005,14.013028
Iraq,IRQ,2006,14.200732
Iraq,IRQ,2007,12.911794
Iraq,IRQ,2008,8.239191
Iraq,IRQ,2009,7.9039617
Iraq,IRQ,2010,10.033917
Iraq,IRQ,2011,9.378071
Iraq,IRQ,2012,12.056041
Iraq,IRQ,2013,12.686877
Iraq,IRQ,2014,7.836071
Iraq,IRQ,2015,7.0109973
Iraq,IRQ,2016,9.178328
Iraq,IRQ,2017,5.9436936
Iraq,IRQ,2018,5.805379
Iraq,IRQ,2019,14.075589
Iraq,IRQ,2020,9.086035
Iraq,IRQ,2021,8.860918
Ireland,IRL,1965,2.7855725
Ireland,IRL,1966,2.5104542
Ireland,IRL,1967,2.3728952
Ireland,IRL,1968,2.2697256
Ireland,IRL,1969,1.7194892
Ireland,IRL,1970,2.3728952
Ireland,IRL,1971,1.3755914
Ireland,IRL,1972,2.0289972
Ireland,IRL,1973,1.891438
Ireland,IRL,1974,2.338505
Ireland,IRL,1975,1.5475403
Ireland,IRL,1976,1.7538792
Ireland,IRL,1977,2.2009459
Ireland,IRL,1978,2.0633872
Ireland,IRL,1979,2.4416747
Ireland,IRL,1980,2.4760642
Ireland,IRL,1981,2.5448442
Ireland,IRL,1982,2.3728952
Ireland,IRL,1983,2.3041155
Ireland,IRL,1984,2.0289972
Ireland,IRL,1985,2.4760642
Ireland,IRL,1986,2.716793
Ireland,IRL,1987,2.0289972
Ireland,IRL,1988,2.579234
Ireland,IRL,1989,2.0633872
Ireland,IRL,1990,2.0610213
Ireland,IRL,1991,2.2059138
Ireland,IRL,1992,2.430638
Ireland,IRL,1993,2.3064594
Ireland,IRL,1994,2.7766228
Ireland,IRL,1995,2.1556535
Ireland,IRL,1996,2.2625563
Ireland,IRL,1997,2.4113297
Ireland,IRL,1998,3.4798093
Ireland,IRL,1999,3.3452117
Ireland,IRL,2000,3.526562
Ireland,IRL,2001,3.0420187
Ireland,IRL,2002,4.0533037
Ireland,IRL,2003,3.3257463
Ireland,IRL,2004,4.0512753
Ireland,IRL,2005,5.4078875
Ireland,IRL,2006,7.0871015
Ireland,IRL,2007,7.9661455
Ireland,IRL,2008,10.16146
Ireland,IRL,2009,11.576401
Ireland,IRL,2010,10.4839735
Ireland,IRL,2011,15.109839
Ireland,IRL,2012,14.6026325
Ireland,IRL,2013,15.550833
Ireland,IRL,2014,17.561628
Ireland,IRL,2015,21.400562
Ireland,IRL,2016,20.47404
Ireland,IRL,2017,24.013704
Ireland,IRL,2018,27.460331
Ireland,IRL,2019,31.574482
Ireland,IRL,2020,35.9433
Ireland,IRL,2021,30.630503
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.0059166667
Israel,ISR,1982,0.0059166667
Israel,ISR,1983,0.0029444443
Israel,ISR,1984,0.0059166667
Israel,ISR,1985,0.0059166667
Israel,ISR,1986,0.017749999
Israel,ISR,1987,0.029569998
Israel,ISR,1988,0.029569998
Israel,ISR,1989,0.008861111
Israel,ISR,1990,0.008861111
Israel,ISR,1991,0.017749999
Israel,ISR,1992,0.08575278
Israel,ISR,1993,0.07688166
Israel,ISR,1994,0.06801083
Israel,ISR,1995,0.07392472
Israel,ISR,1996,0.07096777
Israel,ISR,1997,0.07392472
Israel,ISR,1998,0.07392472
Israel,ISR,1999,0.09758055
Israel,ISR,2000,0.09166667
Israel,ISR,2001,0.058755554
Israel,ISR,2002,0.09340277
Israel,ISR,2003,0.12470528
Israel,ISR,2004,0.112384446
Israel,ISR,2005,0.11167305
Israel,ISR,2006,0.071135275
Israel,ISR,2007,0.06786277
Israel,ISR,2008,0.092571944
Israel,ISR,2009,0.29326138
Israel,ISR,2010,0.49725252
Israel,ISR,2011,0.8619991
Israel,ISR,2012,1.3613099
Israel,ISR,2013,1.5757489
Israel,ISR,2014,2.6383436
Israel,ISR,2015,3.583319
Israel,ISR,2016,4.9445915
Israel,ISR,2017,4.9470963
Israel,ISR,2018,5.437482
Israel,ISR,2019,8.817533
Israel,ISR,2020,11.583174
Israel,ISR,2021,14.989575
Italy,ITA,1965,143.65662
Italy,ITA,1966,150.00407
Italy,ITA,1967,144.30995
Italy,ITA,1968,144.09554
Italy,ITA,1969,137.67958
Italy,ITA,1970,140.92458
Italy,ITA,1971,137.59552
Italy,ITA,1972,143.79134
Italy,ITA,1973,131.26497
Italy,ITA,1974,134.09952
Italy,ITA,1975,143.92465
Italy,ITA,1976,137.91924
Italy,ITA,1977,171.8423
Italy,ITA,1978,158.3618
Italy,ITA,1979,154.64522
Italy,ITA,1980,151.74464
Italy,ITA,1981,145.0611
Italy,ITA,1982,152.17516
Italy,ITA,1983,148.83029
Italy,ITA,1984,154.99727
Italy,ITA,1985,150.74174
Italy,ITA,1986,156.56834
Italy,ITA,1987,128.03929
Italy,ITA,1988,131.27422
Italy,ITA,1989,109.804504
Italy,ITA,1990,102.83484
Italy,ITA,1991,134.30367
Italy,ITA,1992,134.94185
Italy,ITA,1993,133.31262
Italy,ITA,1994,142.27066
Italy,ITA,1995,122.23053
Italy,ITA,1996,136.31618
Italy,ITA,1997,136.297
Italy,ITA,1998,137.11551
Italy,ITA,1999,151.47696
Italy,ITA,2000,150.21736
Italy,ITA,2001,159.5912
Italy,ITA,2002,141.21744
Italy,ITA,2003,136.27657
Italy,ITA,2004,158.66876
Italy,ITA,2005,141.55403
Italy,ITA,2006,147.3913
Italy,ITA,2007,138.17798
Italy,ITA,2008,173.07738
Italy,ITA,2009,208.71487
Italy,ITA,2010,232.81502
